Airline,Departure Airport,Arrival Airport,Aircraft Type,Departure Planned Time,Departure Time,Arrival Planned Time,Arrival Time,Distance,Number of Containers,Cargo Weight,Freight Load Factor,Cargo Type,Priority Cargo,Special Handling,Temperature-Controlled Freight,Dangerous Goods,Peak Freight Season,Departure Weather Conditions,Delay
QT,NCL,GRU,A320,04/04/2024 18:50,04/04/2024 18:50,04/04/2024 23:50,04/04/2024 23:50,2899,8,1898,55.35,Pharmaceuticals,No,No,No,Yes,No,Clear,No
UA,LHR,IAH,A350,27/05/2024 10:09,27/05/2024 10:17,27/05/2024 17:09,27/05/2024 17:17,5791,19,1721,68.27,General Cargo,No,No,No,No,Yes,Clear,Yes
AC,MAN,YUL,A350,11/12/2024 13:42,11/12/2024 13:42,11/12/2024 15:42,11/12/2024 15:42,5905,17,4581,71.58,Electronics,No,No,Yes,Yes,Yes,Clear,No
EK,NCL,MEL,A380,20/04/2024 07:59,20/04/2024 08:10,20/04/2024 11:59,20/04/2024 12:10,8315,9,2155,86.44,General Cargo,Yes,No,Yes,Yes,No,Rain,Yes
BA,LGW,MCT,A380,12/05/2024 23:36,13/05/2024 00:24,13/05/2024 05:36,13/05/2024 06:24,9458,14,4719,62.52,Electronics,No,No,Yes,No,No,Clear,Yes
CV,BRS,KIX,A320,20/02/2024 13:39,20/02/2024 13:48,20/02/2024 19:39,20/02/2024 19:48,9261,17,3702,68.17,Pharmaceuticals,Yes,Yes,No,No,Yes,Snow,Yes
AC,MAN,YUL,B787,10/04/2024 20:25,10/04/2024 22:19,10/04/2024 21:25,10/04/2024 23:19,7686,5,1707,79.52,Perishables,No,No,Yes,No,Yes,Fog,Yes
CX,NCL,BJS,B777,14/11/2024 21:54,14/11/2024 22:13,14/11/2024 22:54,14/11/2024 23:13,9140,10,,53.87,Healthcare,No,No,No,Yes,Yes,Fog,Yes
EY,LHR,SIN,B777,04/11/2024 08:09,04/11/2024 08:09,04/11/2024 12:09,04/11/2024 12:09,4871,8,1869,53.4,General Cargo,Yes,No,Yes,No,No,Clear,No
GF,MAN,ICN,A320,25/01/2024 10:37,25/01/2024 10:39,25/01/2024 13:37,25/01/2024 13:39,9633,17,4392,63.75,Healthcare,Yes,No,No,Yes,No,Rain,Yes
IB,ABZ,VCP,A350,17/01/2024 10:58,17/01/2024 11:10,17/01/2024 16:58,17/01/2024 17:10,5161,8,4552,78.47,Electronics,Yes,Yes,No,Yes,Yes,Snow,Yes
EK,LHR,CAI,A320,09/12/2024 00:48,09/12/2024 00:48,09/12/2024 05:48,09/12/2024 05:48,4427,,3230,69.8,Perishables,No,Yes,Yes,No,No,Clear,No
QR,BHX,AKL,B787,18/02/2024 06:16,18/02/2024 09:14,18/02/2024 13:16,18/02/2024 16:14,8391,18,4341,76.42,Healthcare,Yes,Yes,No,Yes,No,Rain,Yes
GF,LGW,SIN,B787,07/07/2024 07:48,07/07/2024 07:48,07/07/2024 14:48,07/07/2024 14:48,1191,17,4216,55.45,General Cargo,No,No,Yes,Yes,Yes,Clear,No
CK,LGW,KIX,A350,29/07/2024 16:44,29/07/2024 16:44,29/07/2024 22:44,29/07/2024 22:44,6251,4,1239,52.47,Perishables,Yes,No,No,No,Yes,Clear,No
BA,NCL,LAX,A320,23/06/2024 17:01,23/06/2024 17:51,23/06/2024 21:01,23/06/2024 21:51,3253,14,3758,86.02,Perishables,No,Yes,Yes,Yes,Yes,Clear,Yes
QR,NCL,AKL,A380,20/09/2024 22:38,20/09/2024 22:38,21/09/2024 04:38,21/09/2024 04:38,6907,13,3993,63.47,Healthcare,Yes,No,No,Yes,Yes,Clear,No
QT,BHX,GIG,A350,10/06/2024 00:22,10/06/2024 00:40,10/06/2024 01:22,10/06/2024 01:40,3838,12,1652,56.79,Electronics,Yes,No,No,No,Yes,Snow,Yes
EK,NCL,MEL,A380,03/09/2024 02:23,03/09/2024 04:30,03/09/2024 06:23,03/09/2024 08:30,3173,5,3917,74.87,Electronics,No,No,Yes,Yes,No,Clear,Yes
TK,NCL,MCT,A320,20/09/2024 01:34,20/09/2024 04:34,20/09/2024 05:34,20/09/2024 08:34,2647,11,4070,56.81,General Cargo,Yes,Yes,Yes,No,No,Clear,Yes
BA,LGW,JFK,B777,13/06/2024 21:20,13/06/2024 23:15,14/06/2024 04:20,14/06/2024 06:15,3571,5,3803,65.78,Pharmaceuticals,No,No,Yes,No,Yes,Rain,Yes
CV,LHR,BOM,A350,25/11/2024 06:32,25/11/2024 07:11,25/11/2024 08:32,25/11/2024 09:11,3570,18,3914,82.28,Electronics,Yes,Yes,Yes,Yes,No,Rain,Yes
CK,ABZ,BNE,A380,02/01/2024 00:46,02/01/2024 00:46,02/01/2024 02:46,02/01/2024 02:46,5798,20,4726,72.07,Pharmaceuticals,Yes,No,Yes,Yes,Yes,Snow,Yes
GF,BHX,SIN,A380,13/07/2024 22:54,13/07/2024 23:06,14/07/2024 04:54,14/07/2024 05:06,8638,3,4463,54.18,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Snow,Yes
TK,BRS,CAI,B777,13/08/2024 20:43,13/08/2024 20:43,13/08/2024 22:43,14/08/2024 00:43,9489,3,3082,58.36,Electronics,Yes,Yes,No,No,No,Clear,Yes
AA,ABZ,ORD,A350,06/06/2024 23:58,07/06/2024 00:12,07/06/2024 02:58,07/06/2024 03:12,9813,2,4150,67.07,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Fog,Yes
EK,ABZ,AKL,B787,27/07/2024 13:08,27/07/2024 13:16,27/07/2024 14:08,27/07/2024 14:16,3970,17,3332,67,Healthcare,Yes,Yes,No,Yes,No,Clear,Yes
SQ,NCL,TPE,A380,02/09/2024 21:42,02/09/2024 21:56,03/09/2024 02:42,03/09/2024 02:56,5338,12,2306,90.63,Pharmaceuticals,No,No,Yes,Yes,No,Snow,Yes
AC,MAN,YUL,A320,07/04/2024 22:36,07/04/2024 22:47,08/04/2024 00:36,08/04/2024 00:47,8172,17,4634,,Perishables,No,Yes,No,No,Yes,Clear,Yes
GF,BRS,DEL,A350,21/12/2024 08:37,21/12/2024 09:14,21/12/2024 10:37,21/12/2024 11:14,8953,14,1872,74.72,Healthcare,Yes,No,No,No,No,Snow,Yes
TK,LGW,BJS,B777,16/03/2024 22:52,16/03/2024 22:52,17/03/2024 05:52,17/03/2024 00:52,7378,13,4331,51.65,Pharmaceuticals,No,No,Yes,No,Yes,Clear,Yes
GF,LGW,SHA,A350,13/05/2024 07:33,13/05/2024 08:43,13/05/2024 09:33,13/05/2024 10:43,8577,1,3026,73.19,General Cargo,No,No,Yes,No,No,Fog,Yes
AC,BRS,YYZ,A380,08/07/2024 13:01,08/07/2024 13:01,08/07/2024 16:01,08/07/2024 15:01,5065,8,2559,,Perishables,Yes,No,No,Yes,Yes,Fog,Yes
AA,BRS,LAX,B777,08/10/2024 20:10,08/10/2024 20:41,09/10/2024 03:10,09/10/2024 03:41,1680,2,4622,87.03,General Cargo,Yes,Yes,No,Yes,Yes,Fog,Yes
CV,LGW,DXB,A350,19/08/2024 02:53,19/08/2024 02:53,19/08/2024 03:53,19/08/2024 06:53,7767,,1537,63.34,General Cargo,Yes,No,No,Yes,Yes,Fog,Yes
TK,LHR,CAI,A320,06/09/2024 03:46,06/09/2024 06:25,06/09/2024 04:46,06/09/2024 07:25,5725,13,,78.2,General Cargo,No,Yes,Yes,Yes,No,Rain,Yes
EY,LGW,SHA,A380,30/12/2024 10:33,30/12/2024 10:33,30/12/2024 11:33,30/12/2024 12:33,7698,19,,63.65,Perishables,No,Yes,Yes,Yes,Yes,Snow,Yes
CX,BRS,JNB,B787,22/10/2024 16:00,22/10/2024 16:11,22/10/2024 19:00,22/10/2024 19:11,7557,6,,62.27,Electronics,Yes,No,Yes,Yes,Yes,Clear,Yes
EK,BRS,SYD,A320,10/05/2024 17:36,10/05/2024 17:48,10/05/2024 20:36,10/05/2024 20:48,2367,6,3543,90.86,Pharmaceuticals,Yes,No,No,No,No,Clear,Yes
BA,BHX,JNB,A350,10/04/2024 11:58,10/04/2024 12:35,10/04/2024 12:58,10/04/2024 13:35,1010,4,4480,78.7,Electronics,No,Yes,No,No,Yes,Snow,Yes
UA,LHR,SCL,B787,29/10/2024 11:15,29/10/2024 13:50,29/10/2024 18:15,29/10/2024 20:50,5082,20,2980,80.75,Healthcare,No,Yes,Yes,No,Yes,Fog,Yes
TK,MAN,DOH,A380,16/07/2024 07:24,16/07/2024 07:24,16/07/2024 09:24,16/07/2024 09:24,5943,9,2921,71.62,General Cargo,No,Yes,No,No,Yes,Clear,Yes
BA,BRS,XMN,B777,30/12/2024 14:31,30/12/2024 16:42,30/12/2024 16:31,30/12/2024 18:42,9539,18,3541,50.29,Electronics,No,Yes,No,No,No,Rain,Yes
CV,MAN,DXB,A380,26/03/2024 06:13,26/03/2024 06:13,26/03/2024 08:13,26/03/2024 08:13,7369,17,2368,70.66,Healthcare,No,Yes,Yes,Yes,Yes,Clear,Yes
GF,NCL,IST,A320,10/11/2024 22:28,10/11/2024 22:28,11/11/2024 01:28,11/11/2024 03:28,9887,3,3961,82.97,Electronics,Yes,No,Yes,No,No,Clear,Yes
IB,BHX,GRU,A380,12/04/2024 16:13,12/04/2024 17:07,12/04/2024 18:13,12/04/2024 19:07,3642,12,4296,58.61,Pharmaceuticals,Yes,No,Yes,No,No,Rain,Yes
CK,LHR,ICN,A350,01/07/2024 22:43,01/07/2024 22:50,02/07/2024 03:43,02/07/2024 03:50,1856,13,1709,60.48,Healthcare,Yes,Yes,Yes,No,No,Clear,Yes
QR,NCL,AUH,A350,28/07/2024 00:15,28/07/2024 00:28,28/07/2024 02:15,28/07/2024 02:28,1752,12,3963,61.75,Pharmaceuticals,No,No,Yes,No,No,Clear,Yes
EK,LHR,NRT,A350,07/09/2024 22:12,07/09/2024 23:44,08/09/2024 01:12,08/09/2024 02:44,9273,10,2706,61.24,Perishables,Yes,Yes,No,No,No,Clear,Yes
CV,NCL,GIG,A320,08/02/2024 13:51,08/02/2024 14:08,08/02/2024 14:51,08/02/2024 15:08,9596,20,2311,53.06,Perishables,No,Yes,Yes,No,No,Snow,Yes
TP,LGW,GRU,A320,28/09/2024 23:43,28/09/2024 23:58,29/09/2024 06:43,29/09/2024 06:58,6784,3,,85.14,General Cargo,Yes,Yes,Yes,No,Yes,Clear,Yes
AA,LGW,ATL,B777,05/12/2024 04:00,05/12/2024 04:17,05/12/2024 10:00,05/12/2024 10:17,1932,20,3325,64.83,Healthcare,Yes,No,Yes,Yes,No,Snow,Yes
CK,BRS,JNB,A320,19/11/2024 17:36,19/11/2024 19:29,19/11/2024 18:36,19/11/2024 20:29,5858,8,1251,90.54,Electronics,Yes,Yes,Yes,Yes,No,Clear,Yes
VS,LHR,IAH,B777,31/10/2024 23:03,31/10/2024 23:03,01/11/2024 03:03,01/11/2024 02:03,9026,10,4689,58.82,Pharmaceuticals,No,No,Yes,Yes,Yes,Clear,Yes
BA,NCL,ICN,B787,16/07/2024 06:55,16/07/2024 08:06,16/07/2024 08:55,16/07/2024 10:06,3687,7,3962,80.94,Pharmaceuticals,No,Yes,Yes,Yes,Yes,Rain,Yes
QT,NCL,GIG,B777,01/06/2024 06:51,01/06/2024 08:11,01/06/2024 12:51,01/06/2024 14:11,8927,10,1084,71.65,Perishables,No,No,Yes,No,Yes,Rain,Yes
SQ,BHX,XMN,A320,30/08/2024 12:45,30/08/2024 12:45,30/08/2024 13:45,30/08/2024 17:45,7660,10,4055,81.36,General Cargo,Yes,No,Yes,Yes,No,Clear,Yes
DL,MAN,JFK,B787,15/09/2024 23:05,16/09/2024 00:59,16/09/2024 00:05,16/09/2024 01:59,2346,9,3605,89.03,Electronics,No,Yes,Yes,No,Yes,Clear,Yes
QR,BHX,BJS,B787,09/01/2024 02:19,09/01/2024 02:36,09/01/2024 03:19,09/01/2024 03:36,7118,3,1845,66.97,General Cargo,Yes,No,No,No,Yes,Snow,Yes
TK,NCL,ICN,B787,03/08/2024 02:31,03/08/2024 02:31,03/08/2024 09:31,03/08/2024 04:31,5010,15,1434,74.69,Perishables,Yes,Yes,No,No,No,Clear,Yes
CX,MAN,XMN,B777,29/03/2024 08:03,29/03/2024 08:17,29/03/2024 11:03,29/03/2024 11:17,4758,9,2240,65.62,Healthcare,No,No,No,No,No,Fog,Yes
CK,LHR,BNE,A320,02/05/2024 08:02,02/05/2024 09:44,02/05/2024 09:02,02/05/2024 10:44,6677,5,4032,69.32,General Cargo,Yes,Yes,Yes,No,No,Rain,Yes
CK,NCL,NRT,B777,17/09/2024 10:58,17/09/2024 10:58,17/09/2024 13:58,17/09/2024 11:58,2629,9,3829,60.78,Pharmaceuticals,No,Yes,No,Yes,Yes,Clear,Yes
EY,MAN,AUH,A350,24/06/2024 17:05,24/06/2024 17:05,24/06/2024 18:05,24/06/2024 21:05,7153,6,4099,82.21,General Cargo,No,Yes,Yes,Yes,No,Clear,Yes
AA,BRS,IAH,B787,23/04/2024 07:44,23/04/2024 08:07,23/04/2024 10:44,23/04/2024 11:07,4267,7,3786,60.64,Healthcare,Yes,No,No,Yes,Yes,Clear,Yes
TK,BRS,DXB,A350,24/08/2024 00:05,24/08/2024 00:05,24/08/2024 03:05,24/08/2024 02:05,6202,6,3166,66.1,Pharmaceuticals,Yes,No,No,Yes,No,Clear,Yes
AA,LGW,LAX,A350,28/02/2024 15:40,28/02/2024 16:25,28/02/2024 22:40,28/02/2024 23:25,8567,4,1609,56.35,Electronics,No,Yes,No,Yes,Yes,Snow,Yes
AA,ABZ,DFW,B777,03/06/2024 05:59,03/06/2024 08:46,03/06/2024 06:59,03/06/2024 09:46,4443,2,4835,83.07,General Cargo,Yes,Yes,No,No,Yes,Clear,Yes
BA,BRS,MEL,A320,31/01/2024 22:41,31/01/2024 22:41,01/02/2024 05:41,01/02/2024 01:41,9996,3,3652,81.26,Electronics,No,Yes,No,Yes,Yes,Snow,Yes
CK,MAN,TPE,A320,22/03/2024 03:01,22/03/2024 03:01,22/03/2024 05:01,22/03/2024 06:01,7454,,2390,67.44,Healthcare,Yes,No,No,Yes,No,Clear,Yes
EY,NCL,BKK,B787,11/08/2024 12:45,11/08/2024 12:45,11/08/2024 16:45,11/08/2024 16:45,1697,6,3515,60.84,General Cargo,No,No,Yes,No,Yes,Snow,Yes
GF,BHX,DXB,B787,09/12/2024 12:34,09/12/2024 13:00,09/12/2024 14:34,09/12/2024 15:00,6791,4,2344,55.3,Perishables,Yes,No,No,No,No,Rain,Yes
BA,NCL,SCL,B787,20/08/2024 01:27,20/08/2024 01:27,20/08/2024 05:27,20/08/2024 04:27,6171,15,1688,71.99,General Cargo,Yes,Yes,No,Yes,Yes,Clear,Yes
QR,LGW,HND,B777,17/12/2024 03:49,17/12/2024 04:36,17/12/2024 09:49,17/12/2024 10:36,3703,9,3056,74.23,General Cargo,Yes,Yes,Yes,Yes,No,Snow,Yes
GF,ABZ,JNB,B777,11/07/2024 21:25,11/07/2024 21:59,12/07/2024 01:25,12/07/2024 01:59,3559,12,4478,84.6,Healthcare,No,Yes,Yes,Yes,No,Clear,Yes
EY,MAN,DXB,B777,12/06/2024 02:51,12/06/2024 02:51,12/06/2024 08:51,12/06/2024 04:51,4945,8,2777,,Healthcare,No,No,Yes,No,Yes,Rain,Yes
BA,LGW,SCL,A350,19/03/2024 18:10,19/03/2024 19:39,19/03/2024 21:10,19/03/2024 22:39,8756,1,4500,60.95,Electronics,Yes,No,Yes,Yes,Yes,Clear,Yes
CK,BHX,CPT,A350,08/02/2024 14:54,08/02/2024 15:46,08/02/2024 18:54,08/02/2024 19:46,8342,8,1044,71.08,Electronics,Yes,No,No,Yes,No,Rain,Yes
TK,LHR,KUL,B787,22/01/2024 10:26,22/01/2024 10:26,22/01/2024 15:26,22/01/2024 13:26,5381,11,2635,82.54,General Cargo,Yes,No,No,Yes,Yes,Snow,Yes
BA,ABZ,SCL,B787,21/01/2024 14:15,21/01/2024 14:55,21/01/2024 19:15,21/01/2024 19:55,3302,3,2243,69.52,Perishables,Yes,Yes,Yes,No,Yes,Rain,Yes
GF,BHX,BJS,B777,13/09/2024 05:14,13/09/2024 07:18,13/09/2024 09:14,13/09/2024 11:18,3316,17,1778,68.6,Pharmaceuticals,No,No,Yes,Yes,Yes,Snow,Yes
CV,MAN,HND,A350,30/09/2024 14:43,30/09/2024 14:43,30/09/2024 15:43,30/09/2024 19:43,7277,10,2321,67.91,Healthcare,Yes,No,Yes,Yes,No,Clear,Yes
EK,LHR,DXB,B787,24/05/2024 20:07,24/05/2024 20:22,25/05/2024 03:07,25/05/2024 03:22,6594,5,4824,63.18,Pharmaceuticals,Yes,No,Yes,Yes,Yes,Clear,Yes
EK,LHR,KIX,A350,14/12/2024 11:52,14/12/2024 11:55,14/12/2024 17:52,14/12/2024 17:55,3664,13,1028,89.37,Perishables,Yes,No,Yes,No,No,Snow,Yes
CX,ABZ,HND,A320,24/07/2024 06:16,24/07/2024 06:28,24/07/2024 07:16,24/07/2024 07:28,9428,17,3474,67.79,General Cargo,No,No,No,Yes,No,Rain,Yes
AC,LGW,YYZ,A320,14/11/2024 21:53,14/11/2024 21:55,15/11/2024 02:53,15/11/2024 02:55,5265,17,1759,85.29,Pharmaceuticals,Yes,No,No,Yes,No,Clear,Yes
TK,ABZ,SYD,B787,27/07/2024 07:20,27/07/2024 07:38,27/07/2024 14:20,27/07/2024 14:38,2420,5,1233,84.61,General Cargo,Yes,No,Yes,No,No,Clear,Yes
VS,LGW,DFW,A380,04/04/2024 05:31,04/04/2024 07:04,04/04/2024 06:31,04/04/2024 08:04,8562,5,4238,88.68,Healthcare,No,Yes,Yes,Yes,Yes,Rain,Yes
SQ,ABZ,IST,B777,23/09/2024 21:50,24/09/2024 00:06,24/09/2024 04:50,24/09/2024 07:06,2625,6,1607,65.04,Perishables,Yes,No,Yes,Yes,No,Clear,Yes
BA,LGW,HND,B777,20/03/2024 21:21,20/03/2024 22:14,20/03/2024 23:21,21/03/2024 00:14,9040,2,2773,55.75,General Cargo,Yes,Yes,Yes,No,Yes,Fog,Yes
BA,NCL,IST,A350,18/12/2024 01:32,18/12/2024 01:32,18/12/2024 05:32,18/12/2024 03:32,3687,17,1167,69.65,Healthcare,No,Yes,No,Yes,Yes,Clear,Yes
BA,MAN,JFK,B777,02/06/2024 21:38,02/06/2024 21:38,02/06/2024 23:38,02/06/2024 23:38,3110,7,1620,63.72,Electronics,Yes,No,Yes,No,Yes,Clear,Yes
SQ,NCL,KIX,A380,22/05/2024 01:41,22/05/2024 01:41,22/05/2024 04:41,22/05/2024 02:41,1691,15,3993,90.05,Healthcare,Yes,No,Yes,No,No,Clear,Yes
EY,MAN,TPE,A320,09/01/2024 05:08,09/01/2024 05:08,09/01/2024 09:08,09/01/2024 07:08,1942,20,1472,78.11,Pharmaceuticals,Yes,No,Yes,Yes,No,Snow,Yes
EY,BRS,JNB,A380,20/09/2024 07:49,20/09/2024 10:04,20/09/2024 11:49,20/09/2024 14:04,5319,6,1145,77.7,Healthcare,Yes,Yes,Yes,Yes,Yes,Clear,Yes
AA,NCL,ORD,B777,09/11/2024 21:25,09/11/2024 21:59,10/11/2024 01:25,10/11/2024 01:59,4512,6,4175,68.55,Electronics,Yes,No,Yes,Yes,Yes,Clear,Yes
CK,NCL,IST,A380,27/03/2024 11:12,27/03/2024 11:25,27/03/2024 16:12,27/03/2024 16:25,6749,6,4258,65.51,Perishables,Yes,Yes,No,Yes,No,Clear,Yes
CK,NCL,KIX,A380,08/08/2024 22:52,08/08/2024 23:30,09/08/2024 04:52,09/08/2024 05:30,2030,13,3376,74.06,General Cargo,Yes,No,Yes,Yes,No,Rain,Yes
EK,LHR,BJS,B787,06/02/2024 23:40,06/02/2024 23:43,07/02/2024 04:40,07/02/2024 04:43,3873,10,2575,75.58,Pharmaceuticals,Yes,No,Yes,No,Yes,Fog,Yes
CK,ABZ,BNE,A380,02/04/2024 21:14,02/04/2024 21:14,03/04/2024 02:14,03/04/2024 01:14,8880,8,3903,61.6,Pharmaceuticals,No,Yes,Yes,No,No,Fog,Yes
TK,BRS,CAI,A380,07/06/2024 23:19,07/06/2024 23:24,08/06/2024 03:19,08/06/2024 03:24,1656,15,2903,62.84,General Cargo,Yes,No,Yes,Yes,No,Clear,Yes
CK,BHX,CPT,A320,31/05/2024 17:48,31/05/2024 18:07,31/05/2024 22:48,31/05/2024 23:07,8831,6,2797,85.41,Electronics,Yes,No,No,No,Yes,Clear,Yes
DL,NCL,LAX,A350,19/12/2024 03:01,19/12/2024 03:16,19/12/2024 05:01,19/12/2024 05:16,3439,15,4766,79.95,Perishables,Yes,No,Yes,Yes,No,Fog,Yes
CV,ABZ,HND,B777,30/08/2024 18:57,30/08/2024 19:09,30/08/2024 23:57,31/08/2024 00:09,7473,16,2121,81.97,Perishables,Yes,Yes,No,Yes,Yes,Clear,Yes
BA,LGW,AKL,A350,12/08/2024 02:25,12/08/2024 03:21,12/08/2024 04:25,12/08/2024 05:21,8615,1,4597,75.3,Electronics,No,Yes,Yes,Yes,Yes,Clear,Yes
UA,LHR,ATL,B777,14/01/2024 13:01,14/01/2024 13:06,14/01/2024 19:01,14/01/2024 19:06,1107,17,2619,66.39,Healthcare,No,Yes,No,No,No,Rain,Yes
TK,BRS,BJS,B787,11/11/2024 14:13,11/11/2024 14:20,11/11/2024 20:13,11/11/2024 20:20,3032,3,2415,,Electronics,Yes,No,Yes,No,Yes,Snow,Yes
GF,BHX,MEL,A380,24/05/2024 01:34,24/05/2024 01:59,24/05/2024 05:34,24/05/2024 05:59,5536,8,1367,61.85,General Cargo,Yes,No,No,Yes,No,Rain,Yes
EY,BRS,KUL,A320,27/10/2024 22:46,27/10/2024 22:57,28/10/2024 00:46,28/10/2024 00:57,1737,2,1747,50.94,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Rain,Yes
BA,LGW,GRU,A380,02/04/2024 09:11,02/04/2024 09:11,02/04/2024 12:11,02/04/2024 12:11,9784,2,2603,81.93,Electronics,No,No,No,No,No,Clear,Yes
CX,LGW,DOH,A320,01/01/2024 21:19,01/01/2024 22:16,02/01/2024 02:19,02/01/2024 03:16,7286,8,4490,56.03,Electronics,No,No,No,Yes,No,Rain,Yes
GF,BHX,SYD,A350,31/10/2024 16:55,31/10/2024 19:46,31/10/2024 20:55,31/10/2024 23:46,2381,2,1119,77.44,Electronics,No,Yes,Yes,No,No,Rain,Yes
CV,MAN,JNB,A380,07/09/2024 19:49,07/09/2024 20:03,07/09/2024 23:49,08/09/2024 00:03,4999,18,4143,73.43,Pharmaceuticals,No,No,No,Yes,Yes,Clear,Yes
CV,BHX,BKK,A380,08/10/2024 00:54,08/10/2024 03:35,08/10/2024 05:54,08/10/2024 08:35,1223,4,4892,82.91,Electronics,No,Yes,No,Yes,No,Clear,Yes
CV,NCL,AUH,A350,09/06/2024 16:50,09/06/2024 17:04,09/06/2024 18:50,09/06/2024 19:04,6823,20,2634,57.83,General Cargo,Yes,No,Yes,Yes,No,Clear,Yes
QR,MAN,SYD,B787,03/08/2024 10:33,03/08/2024 10:51,03/08/2024 17:33,03/08/2024 17:51,3988,17,4274,68.27,Electronics,Yes,No,Yes,Yes,No,Clear,Yes
EY,LHR,DXB,B787,26/06/2024 22:43,26/06/2024 22:43,27/06/2024 03:43,27/06/2024 00:43,6822,7,1485,84.02,Healthcare,No,No,Yes,No,No,Fog,Yes
GF,BRS,AKL,B787,03/11/2024 15:49,03/11/2024 15:49,03/11/2024 22:49,03/11/2024 19:49,3320,20,3877,78,Pharmaceuticals,Yes,No,No,Yes,Yes,Clear,Yes
QR,NCL,AKL,A320,20/09/2024 05:04,20/09/2024 05:46,20/09/2024 12:04,20/09/2024 12:46,6613,1,3956,80.53,Pharmaceuticals,No,Yes,No,Yes,No,Clear,Yes
EK,MAN,DXB,A380,28/04/2024 10:09,28/04/2024 11:26,28/04/2024 17:09,28/04/2024 18:26,8732,7,1707,67.69,Pharmaceuticals,No,No,Yes,No,No,Clear,Yes
CK,BHX,SYD,B787,19/08/2024 16:11,19/08/2024 17:57,19/08/2024 17:11,19/08/2024 18:57,8622,2,4029,79.22,Pharmaceuticals,Yes,No,No,Yes,No,Clear,Yes
SQ,ABZ,BNE,B787,26/05/2024 15:13,26/05/2024 15:13,26/05/2024 19:13,26/05/2024 16:13,3164,3,1824,69.35,Perishables,No,Yes,No,Yes,No,Rain,Yes
AA,LGW,ATL,A350,10/07/2024 05:08,10/07/2024 05:53,10/07/2024 10:08,10/07/2024 10:53,5673,15,3570,81.72,Healthcare,No,No,Yes,No,Yes,Snow,Yes
CK,LGW,SHA,B787,17/03/2024 08:10,17/03/2024 08:14,17/03/2024 14:10,17/03/2024 14:14,6366,13,2085,72.4,Perishables,Yes,No,No,No,No,Rain,Yes
SQ,NCL,DOH,A320,19/01/2024 05:33,19/01/2024 05:51,19/01/2024 10:33,19/01/2024 10:51,7225,3,3228,52.22,General Cargo,No,Yes,Yes,Yes,Yes,Rain,Yes
LH,MAN,GIG,A320,26/11/2024 00:23,26/11/2024 00:30,26/11/2024 04:23,26/11/2024 04:30,2956,18,1248,69.57,Pharmaceuticals,Yes,Yes,Yes,No,No,Clear,Yes
EK,LHR,BKK,B787,17/07/2024 14:20,17/07/2024 14:39,17/07/2024 15:20,17/07/2024 15:39,4073,2,3523,51.09,Healthcare,No,No,No,No,No,Clear,Yes
CV,LHR,CPT,B777,17/10/2024 11:37,17/10/2024 12:32,17/10/2024 13:37,17/10/2024 14:32,3559,17,4277,68.41,Perishables,No,No,Yes,No,Yes,Rain,Yes
CX,NCL,NRT,B777,21/09/2024 02:20,21/09/2024 04:30,21/09/2024 07:20,21/09/2024 09:30,4410,5,2935,83.3,General Cargo,Yes,No,No,Yes,Yes,Clear,Yes
EK,MAN,SHA,A350,02/06/2024 11:04,02/06/2024 11:06,02/06/2024 18:04,02/06/2024 18:06,4283,1,2402,52.7,Healthcare,No,Yes,No,Yes,No,Fog,Yes
BA,NCL,JFK,B787,12/02/2024 15:22,12/02/2024 15:28,12/02/2024 22:22,12/02/2024 22:28,1040,1,3603,76.06,Healthcare,No,Yes,Yes,Yes,Yes,Clear,Yes
EY,BHX,BKK,A320,26/04/2024 14:24,26/04/2024 14:24,26/04/2024 19:24,26/04/2024 17:24,8646,12,1568,80.93,Healthcare,No,No,Yes,Yes,No,Clear,Yes
UA,MAN,DFW,A350,20/05/2024 21:18,20/05/2024 21:18,21/05/2024 01:18,21/05/2024 02:18,7545,14,2789,50.19,Perishables,No,Yes,Yes,Yes,Yes,Fog,Yes
GF,NCL,TPE,A320,27/01/2024 14:27,27/01/2024 14:27,27/01/2024 20:27,27/01/2024 18:27,1014,19,3685,85.9,Perishables,No,No,Yes,No,No,Fog,Yes
EY,MAN,AUH,A350,25/05/2024 01:48,25/05/2024 01:48,25/05/2024 04:48,25/05/2024 03:48,6416,12,3756,87.16,Perishables,Yes,Yes,Yes,No,No,Clear,Yes
BA,LHR,SYD,A380,19/09/2024 11:09,19/09/2024 11:42,19/09/2024 12:09,19/09/2024 12:42,3971,20,3927,,Electronics,Yes,No,Yes,Yes,Yes,Rain,Yes
CK,BRS,ICN,A350,24/10/2024 23:35,25/10/2024 02:33,25/10/2024 00:35,25/10/2024 03:33,6466,9,2108,60.33,Healthcare,Yes,No,No,No,No,Rain,Yes
UA,LHR,LAX,A350,20/06/2024 23:44,21/06/2024 00:17,21/06/2024 04:44,21/06/2024 05:17,6653,12,1522,57.95,Pharmaceuticals,Yes,No,Yes,Yes,No,Clear,Yes
CK,NCL,HND,A380,01/08/2024 08:25,01/08/2024 08:25,01/08/2024 09:25,01/08/2024 09:25,9424,19,4689,65.73,Electronics,No,No,No,No,No,Snow,Yes
